danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artist
0.654,0.452,2,-9.709,1,0.03,0.835,2.89e-05,0.16,0.691,106.662,audio_features,4f8hBeMXMvssn6HtFAtblo,spotify:track:4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/tracks/4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/audio-analysis/4f8hBeMXMvssn6HtFAtblo,259307,3,El Paso,Marty Robbins
0.647,0.454,7,-9.954,1,0.0545,0.849,0.0,0.212,0.88,64.56,audio_features,2XNoOrbIlv70V1siXeBokl,spotify:track:2XNoOrbIlv70V1siXeBokl,https://api.spotify.com/v1/tracks/2XNoOrbIlv70V1siXeBokl,https://api.spotify.com/v1/audio-analysis/2XNoOrbIlv70V1siXeBokl,160800,4,Alley Oop,Hollywood Argyles
0.49,0.528,6,-6.758,1,0.0373,0.776,0.0,0.32,0.717,109.439,audio_features,4xOq9yg6BOobb5zJHVoEoj,spotify:track:4xOq9yg6BOobb5zJHVoEoj,https://api.spotify.com/v1/tracks/4xOq9yg6BOobb5zJHVoEoj,https://api.spotify.com/v1/audio-analysis/4xOq9yg6BOobb5zJHVoEoj,153933,4,My Heart Has A Mind Of Its Own,Connie Francis
0.764,0.326,2,-15.87,0,0.0778,0.925,0.000348,0.169,0.964,126.772,audio_features,5FA9o4kZ3wntMcW2kceCY0,spotify:track:5FA9o4kZ3wntMcW2kceCY0,https://api.spotify.com/v1/tracks/5FA9o4kZ3wntMcW2kceCY0,https://api.spotify.com/v1/audio-analysis/5FA9o4kZ3wntMcW2kceCY0,142893,4,Sweet Nothin's - Single Version,Brenda Lee
0.803,0.402,2,-13.233,1,0.0817,0.693,0.0,0.0271,0.967,122.142,audio_features,3Aug2RunJbjGiz2CTtWu5l,spotify:track:3Aug2RunJbjGiz2CTtWu5l,https://api.spotify.com/v1/tracks/3Aug2RunJbjGiz2CTtWu5l,https://api.spotify.com/v1/audio-analysis/3Aug2RunJbjGiz2CTtWu5l,143800,4,Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini,Brian Hyland
0.584,0.519,5,-10.767,1,0.0283,0.41,0.00475,0.21,0.933,123.25,audio_features,7HZv4KAYOv867dAiZwrFoR,spotify:track:7HZv4KAYOv867dAiZwrFoR,https://api.spotify.com/v1/tracks/7HZv4KAYOv867dAiZwrFoR,https://api.spotify.com/v1/audio-analysis/7HZv4KAYOv867dAiZwrFoR,146200,4,Only the Lonely (Know the Way I Feel),Roy Orbison
0.444,0.267,8,-11.644,1,0.0282,0.796,0.0,0.127,0.455,110.661,audio_features,0OLIIwpl8vDQWXYZa7becp,spotify:track:0OLIIwpl8vDQWXYZa7becp,https://api.spotify.com/v1/tracks/0OLIIwpl8vDQWXYZa7becp,https://api.spotify.com/v1/audio-analysis/0OLIIwpl8vDQWXYZa7becp,157800,3,Where Or When,Dion & The Belmonts
0.277,0.378,10,-10.499,1,0.0337,0.936,0.000169,0.101,0.627,68.015,audio_features,3cwYFjQ1A0k3rxwc6ylg6I,spotify:track:3cwYFjQ1A0k3rxwc6ylg6I,https://api.spotify.com/v1/tracks/3cwYFjQ1A0k3rxwc6ylg6I,https://api.spotify.com/v1/audio-analysis/3cwYFjQ1A0k3rxwc6ylg6I,118558,4,Sixteen Reasons,Connie Stevens
0.274,0.685,7,-6.095,1,0.0358,0.522,0.0,0.354,0.534,67.644,audio_features,15Cu9Q0e1KME4i8b1TkZ9X,spotify:track:15Cu9Q0e1KME4i8b1TkZ9X,https://api.spotify.com/v1/tracks/15Cu9Q0e1KME4i8b1TkZ9X,https://api.spotify.com/v1/audio-analysis/15Cu9Q0e1KME4i8b1TkZ9X,160053,4,Puppy Love,Paul Anka
0.443,0.415,5,-8.543,1,0.0268,0.795,0.0,0.113,0.61,94.835,audio_features,3hvakqVpwaz4L7zN5HfTCY,spotify:track:3hvakqVpwaz4L7zN5HfTCY,https://api.spotify.com/v1/tracks/3hvakqVpwaz4L7zN5HfTCY,https://api.spotify.com/v1/audio-analysis/3hvakqVpwaz4L7zN5HfTCY,155240,4,Why,Frankie Avalon
0.466,0.861,0,-8.61,1,0.0318,0.566,0.0595,0.22,0.955,154.928,audio_features,74Qp7hzjPFQZUBMpNDqUIM,spotify:track:74Qp7hzjPFQZUBMpNDqUIM,https://api.spotify.com/v1/tracks/74Qp7hzjPFQZUBMpNDqUIM,https://api.spotify.com/v1/audio-analysis/74Qp7hzjPFQZUBMpNDqUIM,126733,4,"Walk, Don't Run",The Ventures
0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960,4,Save the Last Dance for Me,The Drifters
0.686,0.524,8,-9.887,1,0.0425,0.856,0.000186,0.589,0.848,132.42,audio_features,4b2bVFTra1k5B5C0E2Yp26,spotify:track:4b2bVFTra1k5B5C0E2Yp26,https://api.spotify.com/v1/tracks/4b2bVFTra1k5B5C0E2Yp26,https://api.spotify.com/v1/audio-analysis/4b2bVFTra1k5B5C0E2Yp26,164400,4,Baby (You've Got What It Takes),"Dinah Washington,Brook Benton"
0.679,0.546,3,-12.609,1,0.0729,0.648,3.62e-05,0.057,0.964,115.234,audio_features,1wuRCnD6sLvs9YuIOlqqOj,spotify:track:1wuRCnD6sLvs9YuIOlqqOj,https://api.spotify.com/v1/tracks/1wuRCnD6sLvs9YuIOlqqOj,https://api.spotify.com/v1/audio-analysis/1wuRCnD6sLvs9YuIOlqqOj,194933,4,Sink the Bismark,Johnny Horton
0.698,0.661,7,-9.674,1,0.0416,0.636,0.0,0.228,0.824,131.808,audio_features,1sK10Me7qS9em2QTx6dYRe,spotify:track:1sK10Me7qS9em2QTx6dYRe,https://api.spotify.com/v1/tracks/1sK10Me7qS9em2QTx6dYRe,https://api.spotify.com/v1/audio-analysis/1sK10Me7qS9em2QTx6dYRe,160000,4,Chain Gang,Sam Cooke
0.172,0.244,5,-11.524,1,0.034,0.681,1.05e-06,0.949,0.0785,168.519,audio_features,6Cd52FA5ImSNZJJMiBXyqi,spotify:track:6Cd52FA5ImSNZJJMiBXyqi,https://api.spotify.com/v1/tracks/6Cd52FA5ImSNZJJMiBXyqi,https://api.spotify.com/v1/audio-analysis/6Cd52FA5ImSNZJJMiBXyqi,230574,5,Let It Be Me,The Everly Brothers
0.604,0.519,7,-10.142,0,0.196,0.701,0.0492,0.0861,0.944,144.999,audio_features,33igcthkkskYSoeL6YmVs6,spotify:track:33igcthkkskYSoeL6YmVs6,https://api.spotify.com/v1/tracks/33igcthkkskYSoeL6YmVs6,https://api.spotify.com/v1/audio-analysis/33igcthkkskYSoeL6YmVs6,132347,4,Good Timin',Jimmy Jones
0.608,0.531,10,-12.023,1,0.0308,0.175,0.000495,0.127,0.948,147.029,audio_features,1v3J8TJU6Z9l1BcPpb77sl,spotify:track:1v3J8TJU6Z9l1BcPpb77sl,https://api.spotify.com/v1/tracks/1v3J8TJU6Z9l1BcPpb77sl,https://api.spotify.com/v1/audio-analysis/1v3J8TJU6Z9l1BcPpb77sl,122707,4,Go Jimmy Go,Jimmy Clanton
0.284,0.402,3,-11.136,1,0.0306,0.813,0.0121,0.346,0.422,100.875,audio_features,52gdxdolPNwBJZLAZDG1Md,spotify:track:52gdxdolPNwBJZLAZDG1Md,https://api.spotify.com/v1/tracks/52gdxdolPNwBJZLAZDG1Md,https://api.spotify.com/v1/audio-analysis/52gdxdolPNwBJZLAZDG1Md,168093,4,Night,Jackie Wilson
0.442,0.272,2,-14.314,1,0.0258,0.575,0.000449,0.114,0.272,80.887,audio_features,32yB2Ocgc3wRiWuK7CAtJV,spotify:track:32yB2Ocgc3wRiWuK7CAtJV,https://api.spotify.com/v1/tracks/32yB2Ocgc3wRiWuK7CAtJV,https://api.spotify.com/v1/audio-analysis/32yB2Ocgc3wRiWuK7CAtJV,164440,3,Burning Bridges,Jack Scott
0.544,0.509,1,-13.315,1,0.0387,0.761,0.0,0.485,0.635,125.971,audio_features,00xrc3JfsWSNuE4v5XU1yD,spotify:track:00xrc3JfsWSNuE4v5XU1yD,https://api.spotify.com/v1/tracks/00xrc3JfsWSNuE4v5XU1yD,https://api.spotify.com/v1/audio-analysis/00xrc3JfsWSNuE4v5XU1yD,127267,4,The Big Hurt,Toni Fisher
0.537,0.641,5,-8.119,1,0.0388,0.841,0.000494,0.272,0.684,112.74,audio_features,42rtq2Vxa8rADKhaa4cKS3,spotify:track:42rtq2Vxa8rADKhaa4cKS3,https://api.spotify.com/v1/tracks/42rtq2Vxa8rADKhaa4cKS3,https://api.spotify.com/v1/audio-analysis/42rtq2Vxa8rADKhaa4cKS3,134587,1,Lonely Blue Boy,Conway Twitty
0.466,0.39,5,-17.902,1,0.0333,0.512,0.0,0.354,0.861,126.542,audio_features,58KvzPxBk7iakPHKKs2tDw,spotify:track:58KvzPxBk7iakPHKKs2tDw,https://api.spotify.com/v1/tracks/58KvzPxBk7iakPHKKs2tDw,https://api.spotify.com/v1/audio-analysis/58KvzPxBk7iakPHKKs2tDw,113932,4,Pretty Blue Eyes,Steve Lawrence
0.45,0.837,8,-5.762,1,0.05,0.794,1.21e-06,0.102,0.911,142.828,audio_features,6TdAcAgVw7Z8pzU2KswtvH,spotify:track:6TdAcAgVw7Z8pzU2KswtvH,https://api.spotify.com/v1/tracks/6TdAcAgVw7Z8pzU2KswtvH,https://api.spotify.com/v1/audio-analysis/6TdAcAgVw7Z8pzU2KswtvH,151853,4,Way Down Yonder in New Orleans,Freddy Cannon
0.483,0.321,11,-12.302,1,0.0281,0.845,1.58e-05,0.348,0.404,107.728,audio_features,0LUWi58l0cfc9Gm2A8Wegw,spotify:track:0LUWi58l0cfc9Gm2A8Wegw,https://api.spotify.com/v1/tracks/0LUWi58l0cfc9Gm2A8Wegw,https://api.spotify.com/v1/audio-analysis/0LUWi58l0cfc9Gm2A8Wegw,160080,4,In My Little Corner Of The World,Anita Bryant
0.833,0.277,6,-13.025,0,0.0997,0.453,5.16e-05,0.078,0.0602,107.694,audio_features,5s3lvjoko5otcZrprzcWeD,spotify:track:5s3lvjoko5otcZrprzcWeD,https://api.spotify.com/v1/tracks/5s3lvjoko5otcZrprzcWeD,https://api.spotify.com/v1/audio-analysis/5s3lvjoko5otcZrprzcWeD,189000,4,Mr. Custer - Re-Recording,Larry Verne
0.526,0.141,7,-14.872,1,0.037,0.866,0.0,0.643,0.361,116.732,audio_features,6yj3zwjgUptj3LL0Q9PdX5,spotify:track:6yj3zwjgUptj3LL0Q9PdX5,https://api.spotify.com/v1/tracks/6yj3zwjgUptj3LL0Q9PdX5,https://api.spotify.com/v1/audio-analysis/6yj3zwjgUptj3LL0Q9PdX5,169560,3,I Want To Be Wanted,Brenda Lee
0.468,0.426,4,-9.538,1,0.0347,0.888,6.35e-05,0.208,0.633,127.609,audio_features,2YsNLEBGS9LP0mtcDY3GnR,spotify:track:2YsNLEBGS9LP0mtcDY3GnR,https://api.spotify.com/v1/tracks/2YsNLEBGS9LP0mtcDY3GnR,https://api.spotify.com/v1/audio-analysis/2YsNLEBGS9LP0mtcDY3GnR,142000,4,Mule Skinner Blues,The Fendermen
0.478,0.562,6,-8.392,0,0.0791,0.742,0.0,0.118,0.898,173.737,audio_features,4sthCEbCCGaYbEA8V823XB,spotify:track:4sthCEbCCGaYbEA8V823XB,https://api.spotify.com/v1/tracks/4sthCEbCCGaYbEA8V823XB,https://api.spotify.com/v1/audio-analysis/4sthCEbCCGaYbEA8V823XB,142524,4,Cradle of Love,Johnny Preston
0.697,0.597,7,-13.186,1,0.103,0.752,0.0,0.337,0.959,136.397,audio_features,49ax6w7sxo2vkDrISdRd89,spotify:track:49ax6w7sxo2vkDrISdRd89,https://api.spotify.com/v1/tracks/49ax6w7sxo2vkDrISdRd89,https://api.spotify.com/v1/audio-analysis/49ax6w7sxo2vkDrISdRd89,163387,4,You Got What It Takes,Marv Johnson
0.58,0.384,7,-8.649,1,0.0312,0.889,3.71e-05,0.121,0.594,105.76,audio_features,4o9fGL5BfhAjBDxvziWRt2,spotify:track:4o9fGL5BfhAjBDxvziWRt2,https://api.spotify.com/v1/tracks/4o9fGL5BfhAjBDxvziWRt2,https://api.spotify.com/v1/audio-analysis/4o9fGL5BfhAjBDxvziWRt2,140214,4,Please Help Me I'm Falling,Hank Locklin
0.709,0.557,3,-10.98,1,0.0434,0.221,0.425,0.13,0.863,139.781,audio_features,3y5S5McahiMrgmvAgJqDbJ,spotify:track:3y5S5McahiMrgmvAgJqDbJ,https://api.spotify.com/v1/tracks/3y5S5McahiMrgmvAgJqDbJ,https://api.spotify.com/v1/audio-analysis/3y5S5McahiMrgmvAgJqDbJ,187520,4,Love You So - Re-Recording,Ron Holden
0.526,0.603,1,-8.661,0,0.0346,0.241,0.0,0.326,0.926,159.024,audio_features,38mt8WfEdB6S6yB7WUu4iR,spotify:track:38mt8WfEdB6S6yB7WUu4iR,https://api.spotify.com/v1/tracks/38mt8WfEdB6S6yB7WUu4iR,https://api.spotify.com/v1/audio-analysis/38mt8WfEdB6S6yB7WUu4iR,157571,4,Finger Poppin Time,Hank Ballard
0.319,0.571,6,-4.294,1,0.033,0.943,0.000581,0.318,0.364,78.755,audio_features,0iOqvaUkCFKmUNF84i75Rq,spotify:track:0iOqvaUkCFKmUNF84i75Rq,https://api.spotify.com/v1/tracks/0iOqvaUkCFKmUNF84i75Rq,https://api.spotify.com/v1/audio-analysis/0iOqvaUkCFKmUNF84i75Rq,194547,4,Harbor Lights,The Platters
0.447,0.736,5,-6.4,1,0.0664,0.357,0.0,0.455,0.96,144.115,audio_features,7JlsrZRQYsDAyX4YlS358x,spotify:track:7JlsrZRQYsDAyX4YlS358x,https://api.spotify.com/v1/tracks/7JlsrZRQYsDAyX4YlS358x,https://api.spotify.com/v1/audio-analysis/7JlsrZRQYsDAyX4YlS358x,138720,4,Let The Little Girl Dance,Billy Bland
0.572,0.745,4,-6.485,1,0.453,0.146,0.0,0.437,0.601,172.447,audio_features,430TwEETfJUHGdslOabGoQ,spotify:track:430TwEETfJUHGdslOabGoQ,https://api.spotify.com/v1/tracks/430TwEETfJUHGdslOabGoQ,https://api.spotify.com/v1/audio-analysis/430TwEETfJUHGdslOabGoQ,263600,4,Keep Ya Head Up,2Pac
0.803,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.801,90.185,audio_features,13XHuE00ElL5thSxkaEXxK,spotify:track:13XHuE00ElL5thSxkaEXxK,https://api.spotify.com/v1/tracks/13XHuE00ElL5thSxkaEXxK,https://api.spotify.com/v1/audio-analysis/13XHuE00ElL5thSxkaEXxK,296907,4,Only God Can Judge Me,2Pac
0.673,0.736,0,-6.157,1,0.075,0.0333,0.0,0.098,0.721,166.729,audio_features,6WFUKaybbXrMkaw07YnngG,spotify:track:6WFUKaybbXrMkaw07YnngG,https://api.spotify.com/v1/tracks/6WFUKaybbXrMkaw07YnngG,https://api.spotify.com/v1/audio-analysis/6WFUKaybbXrMkaw07YnngG,233427,4,Brenda's Got A Baby,2Pac
0.814,0.713,1,-9.256,1,0.162,0.0325,0.0,0.095,0.703,103.186,audio_features,2egsXB7S1yw6N9JFpb79LB,spotify:track:2egsXB7S1yw6N9JFpb79LB,https://api.spotify.com/v1/tracks/2egsXB7S1yw6N9JFpb79LB,https://api.spotify.com/v1/audio-analysis/2egsXB7S1yw6N9JFpb79LB,238980,4,Same Song,Digital Underground
0.754,0.709,8,-6.65,1,0.202,0.0256,0.0,0.208,0.403,96.985,audio_features,02qO38tLXcbfwoEiDP7CbH,spotify:track:02qO38tLXcbfwoEiDP7CbH,https://api.spotify.com/v1/tracks/02qO38tLXcbfwoEiDP7CbH,https://api.spotify.com/v1/audio-analysis/02qO38tLXcbfwoEiDP7CbH,266907,4,Until The End Of Time,"2Pac,R.L. Hugger,Samuel J. ""Tone"" Barnes"
0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,audio_features,2eU63GLRBeMOszGRTCEE9E,spotify:track:2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/tracks/2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/audio-analysis/2eU63GLRBeMOszGRTCEE9E,284907,4,California Love - Original Version,"2Pac,Roger,Dr. Dre"
0.835,0.602,5,-14.105,0,0.067,0.00693,0.00031,0.164,0.599,104.473,audio_features,0iX6mzHk8O0ydBnQJOX9wB,spotify:track:0iX6mzHk8O0ydBnQJOX9wB,https://api.spotify.com/v1/tracks/0iX6mzHk8O0ydBnQJOX9wB,https://api.spotify.com/v1/audio-analysis/0iX6mzHk8O0ydBnQJOX9wB,258307,4,If My Homie Calls,2Pac
0.846,0.872,1,-3.604,1,0.126,0.0379,0.0017,0.0564,0.819,99.251,audio_features,10chiJXQj9O21GtGII8mdE,spotify:track:10chiJXQj9O21GtGII8mdE,https://api.spotify.com/v1/tracks/10chiJXQj9O21GtGII8mdE,https://api.spotify.com/v1/audio-analysis/10chiJXQj9O21GtGII8mdE,242427,4,2 of Americaz Most Wanted,"2Pac,Snoop Dogg"
0.82,0.514,10,-9.233,0,0.267,0.0113,0.000324,0.138,0.419,88.275,audio_features,0t10UnkoLi4xNB6KmhVTUH,spotify:track:0t10UnkoLi4xNB6KmhVTUH,https://api.spotify.com/v1/tracks/0t10UnkoLi4xNB6KmhVTUH,https://api.spotify.com/v1/audio-analysis/0t10UnkoLi4xNB6KmhVTUH,284107,4,Trapped,2Pac
0.797,0.873,11,-2.634,1,0.288,0.0976,0.00118,0.447,0.607,90.867,audio_features,30RYNh3035tpMN8eF50VEB,spotify:track:30RYNh3035tpMN8eF50VEB,https://api.spotify.com/v1/tracks/30RYNh3035tpMN8eF50VEB,https://api.spotify.com/v1/audio-analysis/30RYNh3035tpMN8eF50VEB,279200,4,Old School,2Pac
0.791,0.638,10,-6.362,0,0.246,0.153,3.98e-06,0.36,0.393,82.102,audio_features,0W79y7M0f7qbaIpYCJ6wWO,spotify:track:0W79y7M0f7qbaIpYCJ6wWO,https://api.spotify.com/v1/tracks/0W79y7M0f7qbaIpYCJ6wWO,https://api.spotify.com/v1/audio-analysis/0W79y7M0f7qbaIpYCJ6wWO,312373,4,Hail Mary,2Pac
0.897,0.606,1,-7.605,1,0.178,0.0171,1.93e-05,0.0756,0.588,92.709,audio_features,5aFLEMNvORv8MXpd4lR0HQ,spotify:track:5aFLEMNvORv8MXpd4lR0HQ,https://api.spotify.com/v1/tracks/5aFLEMNvORv8MXpd4lR0HQ,https://api.spotify.com/v1/audio-analysis/5aFLEMNvORv8MXpd4lR0HQ,239227,4,So Many Tears,2Pac
0.573,0.442,8,-8.559,1,0.304,0.745,0.0,0.12,0.732,176.17,audio_features,2I3qhLbzYZg7I2Ee0UZiGO,spotify:track:2I3qhLbzYZg7I2Ee0UZiGO,https://api.spotify.com/v1/tracks/2I3qhLbzYZg7I2Ee0UZiGO,https://api.spotify.com/v1/audio-analysis/2I3qhLbzYZg7I2Ee0UZiGO,252493,4,Thugz Mansion - Nas Acoustic - Album Version,"2Pac,Nas,J. Phoenix"
0.603,0.857,9,-6.179,0,0.318,0.218,0.0,0.304,0.773,173.717,audio_features,4MVIUDItVUE29y6TMSsCqg,spotify:track:4MVIUDItVUE29y6TMSsCqg,https://api.spotify.com/v1/tracks/4MVIUDItVUE29y6TMSsCqg,https://api.spotify.com/v1/audio-analysis/4MVIUDItVUE29y6TMSsCqg,272627,4,To Live & Die In L.A.,2Pac
0.848,0.687,5,-4.214,0,0.208,0.073,2.89e-05,0.437,0.605,85.077,audio_features,5IruGb6BKWcB7hpPnj4YQO,spotify:track:5IruGb6BKWcB7hpPnj4YQO,https://api.spotify.com/v1/tracks/5IruGb6BKWcB7hpPnj4YQO,https://api.spotify.com/v1/audio-analysis/5IruGb6BKWcB7hpPnj4YQO,293867,4,I Ain't Mad At Cha - (Explicit),2Pac
0.62,0.703,10,-7.395,0,0.33,0.303,0.0,0.269,0.408,91.995,audio_features,63NcMN1RQkfHMfEdkoQPEc,spotify:track:63NcMN1RQkfHMfEdkoQPEc,https://api.spotify.com/v1/tracks/63NcMN1RQkfHMfEdkoQPEc,https://api.spotify.com/v1/audio-analysis/63NcMN1RQkfHMfEdkoQPEc,280080,4,Blasphemy,2Pac
0.794,0.46,1,-15.056,1,0.0973,0.00277,2.94e-05,0.137,0.398,92.604,audio_features,1VFKAW4sasZv46WVQOfPbP,spotify:track:1VFKAW4sasZv46WVQOfPbP,https://api.spotify.com/v1/tracks/1VFKAW4sasZv46WVQOfPbP,https://api.spotify.com/v1/audio-analysis/1VFKAW4sasZv46WVQOfPbP,255293,4,House of Pain,"2Pac,The Notorious B.I.G."
0.79,0.82,9,-6.447,0,0.276,0.0851,4.14e-06,0.333,0.605,90.907,audio_features,3s9vZmnmGKjNlccUq5360j,spotify:track:3s9vZmnmGKjNlccUq5360j,https://api.spotify.com/v1/tracks/3s9vZmnmGKjNlccUq5360j,https://api.spotify.com/v1/audio-analysis/3s9vZmnmGKjNlccUq5360j,250000,4,Hold On Be Strong,2Pac
0.897,0.811,7,-3.891,1,0.225,0.0266,5.52e-06,0.0712,0.576,95.222,audio_features,7BwU0CbA2gwWFggmGYpo3e,spotify:track:7BwU0CbA2gwWFggmGYpo3e,https://api.spotify.com/v1/tracks/7BwU0CbA2gwWFggmGYpo3e,https://api.spotify.com/v1/audio-analysis/7BwU0CbA2gwWFggmGYpo3e,303573,4,Hit 'Em Up - Album Version (Edited),2Pac
0.792,0.876,4,-2.856,0,0.228,0.0731,0.0,0.351,0.457,101.277,audio_features,47lnB0fWXHnI5CBMx0OXB3,spotify:track:47lnB0fWXHnI5CBMx0OXB3,https://api.spotify.com/v1/tracks/47lnB0fWXHnI5CBMx0OXB3,https://api.spotify.com/v1/audio-analysis/47lnB0fWXHnI5CBMx0OXB3,258467,4,Wonda Why They Call U B____,2Pac
0.748,0.62,10,-9.254,0,0.298,0.421,3.66e-06,0.111,0.693,82.73,audio_features,6HT2i6jZ1iXGmuwKZK8nuv,spotify:track:6HT2i6jZ1iXGmuwKZK8nuv,https://api.spotify.com/v1/tracks/6HT2i6jZ1iXGmuwKZK8nuv,https://api.spotify.com/v1/audio-analysis/6HT2i6jZ1iXGmuwKZK8nuv,238307,4,Unconditional Love,2Pac
