artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Cassandre McKinley,4u7yfP1JBqbh5fT4t2tzqy,Plain Gold Ring,0.823,0.606,267733,0.185,0.00307,5,0.109,-14.731,0,0.0271,96.406,3,0.285,29
Chriz J,7L3OLn6gipbsDZc7NwwYa8,Why,0.0869,0.89,247873,0.474,0.0,10,0.108,-8.102,0,0.161,140.015,4,0.627,4
Blak Trash,7Cs9HQbla1en7uxP9v37ye,Stalker,0.262,0.634,199404,0.7040000000000001,0.000261,0,0.13,-5.8,1,0.235,130.217,4,0.248,27
Jose,4xhKyptFnOkp0LtmnWWuPl,Bad,0.024,0.534,193333,0.579,0.0,1,0.239,-4.709,0,0.26,98.692,5,0.239,0
Chuy Vega Y Los Nuevos Cadetes,4cV4AquFzOJMxZ7bbWexMu,Llorarás,0.308,0.732,164973,0.545,1.1e-06,2,0.16,-8.586,1,0.0278,96.051,4,0.8,11
Wavy Jone$,2KN6CncdZO65jWkOvOgT2p,$$$ Talk Like Yakbak,0.00148,0.7959999999999999,75000,0.565,0.0845,4,0.0951,-10.784,1,0.0556,140.002,4,0.715,19
Oceans of Slumber,29muRA6aply0SHg0Z50slB,"No Color, No Light",0.0167,0.214,437555,0.5589999999999999,7.190000000000001e-05,2,0.118,-7.309,0,0.0305,104.775,4,0.0551,20
jCrizzy,4irxK9DccUDGJMsiqZ1YVo,Say No More,0.414,0.578,216774,0.602,9.68e-06,8,0.134,-5.107,1,0.0484,123.918,4,0.11,0
Wolfgang Amadeus Mozart,1XeBWo1JmvRBRucjVK6Ufq,"Violin Sonata in D Major, K. 306: III. Allegretto",0.946,0.397,429173,0.256,0.34,2,0.152,-19.114,1,0.0506,152.487,4,0.239,15
Flow Mafia,0jPkVCHNaLJhhtq70OingB,El Favorito de los Capo - Remix,0.2019999999999999,0.647,278960,0.743,0.0,6,0.537,-3.989,0,0.161,159.986,4,0.4529999999999999,42
Catnip Cloud,60IYGJMe7BDITNG9GoQ8pK,Places,0.88,0.489,213137,0.818,0.011,9,0.263,-2.452,1,0.0911,93.526,4,0.174,9
Ashley McBryde,2PSzHYLbn8PUpqvZywDGfi,Tired of Being Happy,0.0332,0.529,230907,0.773,0.000153,6,0.107,-3.889,1,0.0357,129.847,4,0.457,42
Samuel Barber,3O4JrFtDBwc9pkcefBrAam,"Despite and Still, Op. 41: IV. Solitary Hotel",0.963,0.289,156573,0.0105,0.0007099999999999,9,0.177,-26.969,0,0.0402,86.53299999999999,4,0.1,4
No Plug,0SDn3DV6UTqbPcexReRDeg,My Wrist,0.1989999999999999,0.972,181238,0.655,0.0,11,0.0839,-6.956,1,0.128,129.99,4,0.609,0
Hella Sketchy,5kfDurhSILMAaKcGK0HYei,Saturday,0.231,0.652,144020,0.6890000000000001,4.81e-06,9,0.174,-6.769,1,0.0869,159.931,4,0.5539999999999999,37
Kody Henry,33gjPr3rzp1dylPMPgvLYV,Time to Waste,0.0158,0.754,231272,0.626,1.05e-06,7,0.26,-8.611,1,0.0401,110.037,4,0.56,19
Priyanka Goyat,76td7s0WOtpWSAKmtM2ikA,"Jimmy Choo (From ""Fryday"")",0.4379999999999999,0.799,165514,0.931,3.13e-06,5,0.324,-2.175,0,0.0704,131.966,4,0.877,12
Charles Gounod,0Ku0xvNSeE5T0H5Ynhz0Xw,"Quatuor en Fa Majeur, CG 563: IV. Scherzo",0.912,0.437,199147,0.173,0.293,10,0.134,-22.051,1,0.0449,115.175,3,0.263,2
Kiante Robinson,0UApZIwol5EDamQQAZTCaU,Switch (feat. Jaylee & Bansome),0.00053,0.774,265300,0.7,0.0,8,0.0565,-5.695,0,0.252,86.99799999999999,4,0.3,0
Brytiago,59PYgzOiOjGDzjDT5N5oOX,Asesina - Remix,0.589,0.825,327467,0.69,0.0,10,0.413,-4.252,0,0.226,94.194,4,0.516,85
Joachim Garraud,0deL8vSDps8Yo8gHz5E1a6,Champions - Extended Mix,0.000217,0.5920000000000001,270968,0.805,0.00632,0,0.0811,-4.814,0,0.034,124.023,4,0.0943,2
Loyle Carner,4PIrQHxXlHlSXKoKd2nuxE,Loose Ends,0.166,0.79,256198,0.675,1.36e-05,11,0.103,-6.952000000000001,0,0.319,90.961,4,0.363,69
Jada Kingdom,74Vk34EZAAlhcQ2TC9EeEp,Wull On,0.25,0.785,182840,0.769,0.0,10,0.221,-4.013,1,0.0732,151.987,4,0.74,32
Wolfgang Amadeus Mozart,0NdwFUGSghGPqM3xIyq0xa,"Symphony No. 25 in G Minor, K. 183: II. Andante",0.984,0.174,385587,0.0092,0.103,10,0.148,-30.196,1,0.0423,92.711,4,0.0695,10
Shakthisree Gopalan,6pOSvCdvt9USTnimpi9yPw,Mayamanjeleri,0.607,0.547,255118,0.695,0.00119,2,0.276,-5.417999999999999,1,0.0352,126.948,4,0.485,6
Alina Baraz,1u1VSSLBKzPWlbuwVqLGMl,Tainted,0.0724,0.6,212291,0.451,0.0,5,0.1159999999999999,-10.234,0,0.0732,63.489,4,0.191,58
Damius,0Hp1zf5rtYnpybcsXXEzYb,Street Justice,0.6759999999999999,0.674,182120,0.89,1.65e-06,4,0.387,-2.318,1,0.362,174.282,4,0.805,15
Odetta,4fhlmdAjtl7qJpUYrQREDD,Tomorrow Is a Long Time,0.952,0.534,378600,0.14,0.00352,8,0.124,-16.809,1,0.0311,103.566,4,0.53,17
Jack Ladder,23KIIE483ItSkxHRj2HHJE,Feel Brand New,0.11,0.772,292613,0.455,0.0989,1,0.0788,-7.706,0,0.032,117.007,4,0.695,0
Lyric The Messenger,1jAjKrRr4c6SuaMib4ij1g,Audition 9,0.825,0.795,78857,0.85,0.0,8,0.367,-11.099,0,0.364,81.99,4,0.833,1
Brojob,3s0sHI6jPhOF4mL856ISPu,Let Go (feat. Andrew Patterson),0.000181,0.231,297146,0.981,0.215,1,0.352,-2.182,0,0.172,115.673,3,0.0793,19
The Happy Children,0xg3HE6bzb0OcNTp238ifk,Long Jon Silver,0.0712,0.7829999999999999,251704,0.7240000000000001,5.04e-06,7,0.129,-5.349,1,0.0447,121.008,4,0.596,18
Luke Sital-Singh,4cyep6QHpn2VU7rr3fRqKm,Late for the Sky,0.971,0.501,307952,0.103,8.590000000000001e-05,0,0.0751,-14.375,1,0.0333,82.76299999999999,4,0.152,31
Johann Sebastian Bach,6pWrMlg8aGhQg2K2nm8Y0x,"English Suite No. 3 in G Minor, BWV 808: VI. Gavottes I & II",0.762,0.401,243187,0.307,0.0533,6,0.126,-20.853,0,0.0299,68.834,4,0.88,3
Capstan,2UKN6lqrlqgIsCvtuqx6NK,Precariat,0.000637,0.461,185928,0.984,0.376,1,0.0943,-4.759,0,0.4429999999999999,104.977,4,0.0441,32
William Black,5YbDEs8hiPnsCtFSVEAurZ,Letting Go - Miles Away Remix,0.0182,0.526,253714,0.7979999999999999,0.000157,4,0.0975,-4.419,1,0.0317,139.945,4,0.15,20
William Bolton,614sEj7ST8cyIXC0yMnZpL,Honest,0.182,0.65,172199,0.5539999999999999,5.44e-06,10,0.256,-7.914,1,0.2339999999999999,157.89600000000002,4,0.449,24
Mountenz,547s6YbZsBVt9YMTFZFd87,By the Way,0.161,0.6990000000000001,198261,0.5660000000000001,1.39e-05,8,0.1009999999999999,-8.037,1,0.0382,115.042,4,0.407,8
Nonchalant Savant,1NsbdxXsMS3m8Q79P6GWLo,...calling,0.7959999999999999,0.428,135859,0.5870000000000001,0.000245,8,0.1369999999999999,-7.855,0,0.14,139.784,4,0.108,7
Knowmadic,5jgSNQfzxne1c0cdnqRNxz,Missedmessages,0.972,0.652,84490,0.4539999999999999,0.00899,8,0.114,-10.22,1,0.206,79.957,4,0.259,36
Mandolin Orange,0WurtPU2UjvT1ZhWzolDFt,Late September,0.84,0.667,260227,0.191,0.00329,10,0.0976,-14.799,1,0.0365,119.492,4,0.276,45
bbno$,3Ctn2xJw2UVONr3FiG5fgy,thankful,0.7959999999999999,0.763,174222,0.444,0.0,8,0.104,-7.635,1,0.0356,135.03,4,0.603,58
Gottfried Heinrich Stölzel,7wAWKfUebt4tb1MnSH7ggN,Partia di Signore Stelzen: 3. Bourreé,0.754,0.515,52547,0.457,0.0010199999999999,6,0.0709,-15.419,0,0.0421,119.125,4,0.972,2
Xavier Wulf,5KRczfZbpALSzN53KZiLLM,Let Me Tell You,0.0229,0.873,132885,0.273,0.0002569999999999,1,0.106,-12.576,1,0.0925,121.629,4,0.0497,33
Dylan Wang,7EFnaP37eI94eTmwVgSv9k,For You - 電視劇「流星花園」片頭曲,0.204,0.616,211366,0.498,0.0,7,0.187,-8.596,1,0.0297,161.806,4,0.777,53
Har Saab,39I4E1oziraiSUXDP38YCI,Metro,0.123,0.6579999999999999,288700,0.747,0.0,1,0.102,-5.8870000000000005,0,0.266,167.94,4,0.211,0
Nick Talos,1mjZMCpFS1O72kOiJXTi4F,Hey Gorgeous,0.134,0.7340000000000001,164318,0.7,0.0,0,0.294,-5.734,1,0.0604,109.099,4,0.503,58
Biffy Clyro,1DNP8yFg3tMYmX6Afm1Lud,Many Of Horror (MTV Unplugged Live) [Edit],0.0093,0.5,254511,0.51,3.16e-06,1,0.16,-7.831,1,0.0253,76.626,4,0.215,45
Lyric Walls,6VTnNVTUd3joVcfREGkcXp,vybe,0.0436,0.72,166005,0.499,0.426,5,0.0585,-8.192,0,0.0398,119.993,4,0.0444,23
Claude Debussy,1w4OSOyW7uco98DgYEGiup,"La mer, L. 109: No. 1, De l'aube à midi sur la mer",0.57,0.146,491235,0.134,0.064,1,0.144,-22.291,1,0.0426,103.099,3,0.0443,5
Harbans Rasila,5xkS5sEoVuaLh8AhxRTcGA,Bathinde Wale Jatt,0.0584,0.742,220369,0.8220000000000001,0.0004019999999999,7,0.294,-5.808,1,0.0953,90.04899999999999,4,0.51,0
Eazy Mac,22kgNRk36yuFagO5HACr4p,Save Me,0.259,0.547,181741,0.725,0.0,4,0.0982,-4.406000000000001,0,0.2239999999999999,70.20100000000001,4,0.288,41
Five To Ten,1ZT5kRwAXIueGy57n7x0We,Summer Song,0.509,0.6779999999999999,187791,0.5770000000000001,0.0,1,0.119,-6.725,1,0.0547,123.874,4,0.501,0
Prezi,2LISn65tCp11bgh7NSKrNk,Come & Go,0.0359,0.482,183391,0.758,0.0,2,0.111,-6.061,1,0.354,177.822,4,0.259,18
Turquoise Miami,4eDzMOyNnjrMcwictmfUJA,Trap Bitch,0.00199,0.843,172269,0.51,0.0,0,0.0882,-9.818,0,0.135,154.95600000000002,4,0.523,1
Nightmares On Wax,1Fv8xwRpvDyLILGUEQ4HoC,Typical,0.595,0.503,280267,0.3389999999999999,0.0974,9,0.148,-9.784,0,0.0426,122.973,1,0.3,54
Elley Duhé,6uvCf6PuO2F20vD1s7TDon,$$$$,0.509,0.489,205693,0.74,0.0,7,0.187,-4.718,1,0.2769999999999999,175.09799999999998,4,0.317,28
Johann Sebastian Bach,1X4G2abAQikchhALe8jGO7,"Overture No. 2 in B Minor, BWV 1067: I. Ouverture",0.901,0.324,604507,0.289,0.355,8,0.128,-21.228,0,0.0443,112.826,4,0.552,27
LEGADO 7,2DQvFODcMJIT02LYOuiK8J,El Afro (En Vivo),0.39,0.667,172800,0.56,3.1e-05,7,0.501,-10.845,0,0.0519,79.348,4,0.8290000000000001,0
Ganja White Night,5hiahDO0bTihbz9h2FhI5m,Tengri,0.0267,0.487,444800,0.848,0.495,1,0.107,-5.218,1,0.0288,149.997,4,0.0934,31
Wesley Cheatham,4ka4QMATbnCOZTLKNhztRT,Heaven vs. Earth,0.151,0.878,220806,0.556,0.0,8,0.108,-8.509,0,0.155,100.024,4,0.484,0
Slim Q,4VM1iP27rO49OnbksQtYRt,Fire,0.087,0.835,223269,0.599,0.0,9,0.0998,-6.0920000000000005,1,0.0622,99.977,4,0.292,0
Stevie Wolf,6AJSyixNJspA1gm1woChsO,Yves Klein Blue,0.662,0.738,233671,0.5660000000000001,2.88e-05,2,0.374,-7.426,0,0.166,117.153,4,0.287,31
Sleeping Giant,3f5ZTzMWjuGZ5U7BMBVwji,Haunted,3.28e-05,0.507,227273,0.991,6.45e-06,4,0.239,-3.3960000000000004,1,0.098,142.999,4,0.475,24
El Makabelico,2OIAxINbajoCBzIwJlkZuQ,El Memito la Versión Tranky,0.22,0.76,283050,0.606,0.0,1,0.108,-6.94,0,0.311,169.90099999999998,4,0.696,37
Neil Diamond,3QKWUnwKN0i2YPRc7f2Cg0,Stargazer,0.701,0.63,162560,0.662,0.000375,0,0.113,-6.353,1,0.0323,125.118,4,0.8270000000000001,17
Joey Stamper,05UiJ2ujtplRTLHFgTvMbD,This Is Me / Scars to Your Beautiful,0.918,0.508,145786,0.185,0.0,7,0.119,-10.077,1,0.0408,89.77,3,0.174,21
Crush,3abdEEOWl5GTSMlyT0Anmo,Blue Colored,0.00401,0.486,242752,0.774,0.0779,4,0.103,-5.582999999999999,0,0.0416,120.958,4,0.523,5
Beyries,3ayNdxsqyTL6rXflGTvPZb,Si j'étais un homme,0.8640000000000001,0.442,305576,0.2319999999999999,8.690000000000001e-05,2,0.0939,-10.636,1,0.0413,120.116,4,0.0897,32
Kompany,6MN9x2opM324Y1dbXZaybM,Servo,0.01,0.6,214400,0.953,0.000955,1,0.406,-0.1989999999999999,1,0.519,75.015,1,0.281,0
6ix9ine,67FjUdrh4P0MrRczCVsbIT,DOOWEE,0.027,0.6729999999999999,133058,0.787,0.0,1,0.352,-4.515,1,0.285,138.06799999999998,4,0.472,59
Play-N-Skillz,1viXLN4tBpoTOLOVZK9IJy,Cuidao,0.0052,0.726,184195,0.934,0.0013599999999999,11,0.178,-3.719,0,0.0364,107.991,4,0.652,52
Lil Dude,2kYNwABXzhhh6YBamuqZm6,Hunnit Band Jugg,0.0338,0.711,147592,0.703,0.0,6,0.263,-6.127000000000001,0,0.286,129.87,4,0.475,20
태하,0svj088IbrgZ4mvh8Zf244,I Need You and I Want You (Piano Ver.),0.948,0.483,201888,0.2689999999999999,0.0,0,0.171,-6.341,1,0.0309,147.474,4,0.391,5
Yungeen Ace,4UXGu2Z9FhqRWhwKwhySDx,No Witness,0.1009999999999999,0.703,221067,0.745,0.0,10,0.0638,-5.985,0,0.0897,135.114,4,0.544,24
Àlamode,0HU1PlHbE2oNgpxnEH5M7k,Chimes,0.00166,0.616,232147,0.872,0.000362,4,0.145,-8.309,1,0.0376,100.062,4,0.6940000000000001,2
Byou,1bXcG4ganztmsRYbp5w9tS,Water Whippin',0.237,0.758,153078,0.608,0.0,10,0.141,-4.768,0,0.314,67.277,4,0.385,5
Ginuwine,13uBL8TBoO7ThME4EB4sMT,When We Make Love,0.046,0.598,235467,0.501,0.0,6,0.242,-7.637,0,0.0923,131.80700000000002,4,0.48,22
Walter Beasley,3aayFmSl21VgL3vybq2EAe,Ellie's Theme,0.5760000000000001,0.684,235093,0.432,0.00599,5,0.192,-7.518,0,0.0361,135.046,3,0.37,30
guardin,7uN6AvEYVPowUU807ZJvAz,cliffnote,0.024,0.522,99928,0.8140000000000001,2.04e-05,8,0.1689999999999999,-2.979,1,0.225,76.75399999999999,4,0.507,49
Tomolantic,24NSIl3YRJEKpVYFUgffjM,Run,0.0411,0.61,188795,0.557,0.46,10,0.136,-8.955,0,0.0378,123.93,4,0.0457,0
Young Roddy,1R9q1Jpo5qlhtSNK65OjmU,Understood,0.0185,0.557,236244,0.593,0.0,10,0.289,-8.892999999999999,0,0.442,178.32,4,0.55,17
Heavy Things,61xGvE3a9BUVChi1GCGkkX,Last Night,0.292,0.5660000000000001,273540,0.799,0.235,11,0.0992,-5.742000000000001,1,0.0415,124.955,4,0.325,7
MikeWavy,3ycZPjOQVVT1BUj0kRN26N,Uptown,0.3379999999999999,0.794,196704,0.596,0.0,1,0.0984,-8.003,1,0.192,166.017,4,0.7490000000000001,11
P.O.D.,4Czy1dC4QQytsp6U5uySHu,Rockin' With The Best,0.000851,0.367,162867,0.647,4.56e-05,1,0.122,-5.822,1,0.0723,87.353,4,0.15,44
Darell,4XnZuYWAIxsNIRRjJWNdQo,Otro Dia Mas,0.762,0.662,311683,0.835,7.97e-06,2,0.0693,-3.958,1,0.172,168.205,4,0.4529999999999999,44
City Girls,7GlZhPkCA259c3ICFU0eaG,Where The Bag At,0.0257,0.723,200561,0.747,0.000187,10,0.359,-4.266,1,0.162,175.99400000000003,4,0.421,64
Jayme Toudle,6QW98RjmimBXg30xiMctPN,Plenty of Wisdom to Go Around,0.433,0.29,189283,0.45,6.979999999999999e-05,9,0.185,-7.815,1,0.0405,179.78900000000002,4,0.426,30
ColBreakz,75gfIJntZqZG8zXKmU7yZc,Always With You,0.0129,0.722,213818,0.713,0.16,8,0.158,-7.666,1,0.165,109.992,4,0.346,22
Sammy Johnson,4K8MeDH9kRQIYPCVRBkp2S,These Eyes,0.17,0.68,260773,0.534,7.35e-06,6,0.088,-6.835,0,0.0351,147.713,4,0.7659999999999999,35
Lil' Flip,0KIok7UoytFxMnxNXSAjQG,I Live by the Old Rules,0.723,0.649,410066,0.7190000000000001,0.0,10,0.089,-5.864,1,0.264,129.941,4,0.188,6
Maleek Berry,7F4g5mX6Rw2JfHL1TgmVqQ,Pulling Me Back,0.166,0.8809999999999999,189474,0.541,7.24e-06,0,0.0681,-6.2620000000000005,1,0.0496,113.971,4,0.687,47
The Dubliners,4DSfL9UpFMPugMCpr0CaP4,Paddy On the Railway,0.746,0.52,170467,0.52,0.0,7,0.171,-9.761,1,0.043,135.226,4,0.7909999999999999,16
Belly,31Og4SU4falbzHTxeuxv30,Shiny One,0.0141,0.356,322867,0.745,0.000295,2,0.0683,-5.39,1,0.034,168.025,4,0.377,16
Elvana Gjata,5KR4CLfZVdclD4J2GLkwIz,Gjerat kane ndryshuar,0.0823,0.222,202894,0.491,2.72e-06,8,0.209,-6.799,0,0.0348,80.745,3,0.242,29
Travis Cottrell,1vf7PpJsDAKJdKpZGO39ek,In The River,0.0119,0.602,248653,0.7390000000000001,0.0,2,0.103,-8.062000000000001,0,0.0574,117.957,4,0.618,26
Johnny Space,2QAn5qyD3cHhMF35cPbFMW,Loca (Remix),0.122,0.731,203905,0.746,0.0453,5,0.239,-6.99,0,0.0662,113.007,4,0.807,18
Luis y Julian,3EubktsYve0Ws5sx6YtsQZ,Catarino Y Los Rurales,0.418,0.667,209136,0.366,0.0185,5,0.0794,-15.388,1,0.0831,139.08,3,0.965,15
Tobu,6eHZzq4NDtUMDNFZMzjJLW,Calling (Steerner Remix),0.183,0.623,204657,0.759,0.0284,6,0.0609,-7.532999999999999,1,0.0527,127.998,4,0.424,19
Cautious Clay,5GxsnE0kOjKMrFha8AJrTU,Silos,0.3879999999999999,0.7340000000000001,107785,0.823,0.000445,8,0.1169999999999999,-8.279,1,0.0481,129.986,4,0.2339999999999999,44
Jonathan Hay,7yq1xQneeNW1D5zAiJKnq0,"Hush, Pt. 2",0.0664,0.493,131480,0.895,0.0,11,0.8909999999999999,-4.908,0,0.283,131.635,4,0.612,0
Ekoh,419B8Bm2YEZGwYXkHmEJX4,Pickle Rick,0.144,0.725,211429,0.727,0.0,2,0.465,-7.055,1,0.2189999999999999,168.10299999999998,4,0.765,34
Company of Thieves,1G72eqGQf95E7gLoHyyNRO,Treasure (Live at Reverb),0.6759999999999999,0.5760000000000001,265893,0.176,0.0,2,0.19,-9.891,1,0.0363,115.747,4,0.155,10
Keith Urban,4jPrT31sSgKHikffKSLt8q,Texas Time,0.106,0.856,291800,0.6509999999999999,3.55e-05,3,0.0504,-5.752000000000001,1,0.0465,113.008,4,0.852,49
The Mudhole Stompers,3IytkDYAx3YLK2QvogzBqY,Morrison's Jig,0.305,0.589,34175,0.303,0.0996,2,0.387,-15.186,1,0.0516,117.345,4,0.754,2
Lindsay Ell,5EQFa48EgtbqKnEWpRmPAN,Slow Dancing in a Burning Room,0.6629999999999999,0.58,246958,0.39,9.04e-06,2,0.103,-6.557,1,0.0339,133.63,4,0.241,37
Bishop Nehru,5rOrT7gyyKF7RHb8iurvBI,No Idea,0.3379999999999999,0.644,184298,0.753,0.0,4,0.246,-6.25,0,0.401,84.37,4,0.7559999999999999,16
Dzeko,3DiOnTOzRokGNlFaFUonCy,Try Not To Love You,0.03,0.526,225000,0.773,0.0,1,0.131,-4.33,0,0.0419,127.899,4,0.3939999999999999,57
Big Data,2aCP9hmtUOZXQcyM0J3iZ0,Monster (feat. Jamie Lidell),0.00173,0.7290000000000001,205293,0.727,6.330000000000001e-05,0,0.122,-4.33,1,0.0365,97.008,4,0.718,44
Maor Levi,0QV1zb9MDVJTnDl6o92DMc,Aurora (ABGT264),0.0037,0.361,281294,0.555,0.0013,4,0.421,-7.037000000000001,0,0.0577,127.996,4,0.185,11
Sharon Van Etten,6GNlMOzwHdd0meQ3TSIBHs,No One's Easy to Love,0.000236,0.457,274133,0.884,0.182,11,0.364,-6.002000000000001,0,0.0386,167.058,4,0.478,55
Marsimoto,47tU0cznzSh91TKvbGuuqx,Immer wenn ich high bin,0.745,0.579,252547,0.4679999999999999,0.0,8,0.278,-8.361,1,0.248,142.037,4,0.4579999999999999,32
Lotus,0KJZEPy2VHYJuuEEiGaXEs,Giants - Dankann Remix,0.0315,0.441,219375,0.976,3.33e-05,4,0.252,-1.808,0,0.0782,127.941,4,0.1669999999999999,54
Haricharan,1SW0bs5EHKDxu4dEF5S1cq,Dum Dare - Version 1,0.36,0.763,231593,0.6890000000000001,5.35e-06,0,0.0891,-6.0,1,0.043,100.035,4,0.536,3
Peter Andre,3uQYft6pXVFH0Kr723jZtW,Mysterious Girl - Radio Edit,0.121,0.6559999999999999,218733,0.828,0.0,10,0.247,-4.244,0,0.207,171.976,4,0.8009999999999999,6
Kofi Kwale,7uBT614ROIRzhETxHgDwDV,Kasapa,0.537,0.747,147670,0.0817,0.327,5,0.15,-24.298,1,0.037,100.039,4,0.718,11
Hussey,0CksaGze42PbWryu7zPBv8,Runner Up,0.956,0.541,257957,0.32,0.0468,9,0.113,-13.217,1,0.0273,99.933,4,0.233,12
Opia,4nXM1kGcIkDIzyt2YJEmS3,Strings Attached,0.901,0.3339999999999999,266220,0.252,4.5e-05,0,0.106,-13.195,1,0.0626,89.448,4,0.173,45
Wolfgang Amadeus Mozart,6j4VONJVblq22rYxYgmkBL,ピアノとヴァイオリンのためのソナタ 変ホ長調 K.302 II.Rondo: Andante grazioso,0.98,0.3389999999999999,377213,0.1369999999999999,0.355,3,0.102,-21.138,1,0.046,114.941,4,0.204,6
Natejaybossjay,5J1XVQH0uhBs8K8z0TRNCr,3rd Eye Flow,0.0724,0.623,255112,0.557,0.0,9,0.114,-8.642000000000001,1,0.31,143.9,4,0.255,25
Wale,19UZxlMzaW1c1yT47j7nxg,Effortless,0.0281,0.722,220369,0.512,0.0,11,0.384,-5.104,1,0.25,90.00200000000001,4,0.382,50
Cut Copy,5hRkInDMxslZd6KTkIkNYd,Ocean Blue,0.0328,0.539,263080,0.914,0.0003,0,0.0573,-4.453,1,0.0349,95.019,4,0.831,48
Boncana Maïga,3Pbh2oXkNcnUsE0aiNChZ0,Koyma Hondo,0.2,0.6920000000000001,240400,0.737,0.217,0,0.312,-7.882999999999999,0,0.0479,105.66,4,0.962,1
The Japanese House,2Cxt1CchsjOVpwrmPSM0we,Everybody Hates Me,0.361,0.4639999999999999,189499,0.452,0.000261,0,0.17,-7.826,1,0.0268,91.942,4,0.297,49
Reggie Mills,1uhbN753i5S2Vwz0HZKqjg,Pots & Pans,0.00313,0.86,133486,0.441,0.0,9,0.1689999999999999,-8.749,1,0.324,144.966,4,0.49,52
JNE,6UmFCBObsRUJLM0reUPcfK,Save Me - audm Remix,0.34,0.698,185964,0.46,0.0,1,0.0732,-7.465,1,0.4589999999999999,82.875,4,0.519,23
Doge&Atri,41K5XWlKe1t6ytHRn4C2L4,Partene' pe ...,0.5820000000000001,0.772,238000,0.82,0.0,11,0.23,-6.504,0,0.242,84.94200000000001,4,0.867,5
Iyves,33AB7hy5LW097MFmswc7jK,Not Afraid to Fall,0.0015,0.545,208125,0.693,0.161,9,0.03,-4.763,1,0.0329,127.964,4,0.131,8
Slothrust,6Y7vgyXBoedIKgvmZSYXMw,Double Down,0.011,0.637,191432,0.636,0.00139,0,0.0706,-4.675,0,0.109,75.27600000000001,4,0.7879999999999999,47
Mickey Lamantia,2zxAcQoeeT4JhjniMX6wM3,Every Bad Habit,0.15,0.768,204630,0.738,0.00209,4,0.124,-6.505,1,0.0327,118.008,4,0.695,32
Mike Sherm,5y2mEW42nzlk7oOLgp7WPu,Everyday,0.179,0.488,224679,0.7959999999999999,0.0,4,0.113,-10.642,0,0.417,96.065,4,0.8809999999999999,0
Alexey Shor,06KvBz8oPWnwVq8vFXFLv7,Shor: The Well Tempered Chanson: XI. Semi-Cannonical Great Feud,0.858,0.3429999999999999,181200,0.248,0.326,7,0.152,-16.845,0,0.0402,148.135,4,0.45,10
Scotty McCreery,6fu2ljQknTqE5u7GYstp2J,Home In My Mind,0.174,0.513,215907,0.6829999999999999,2.21e-05,6,0.131,-6.494,1,0.0287,153.889,4,0.347,47
DJ Luke Nasty,5zHEo6P8X59pa59QIcztWi,Baller,0.357,0.747,152790,0.545,0.0,10,0.114,-7.916,1,0.272,175.989,4,0.3379999999999999,56
Fenne Lily,2b6EYZE72QaHr0jbTDbpRF,What's Good,0.93,0.435,216708,0.162,0.00016,8,0.103,-14.841,0,0.0405,134.497,4,0.241,46
Elevation Worship,7llyaJ7gnmIB19cp4hWc1g,Here Comes Heaven,0.000385,0.2689999999999999,268949,0.5820000000000001,0.0,11,0.8440000000000001,-6.925,1,0.0382,149.548,3,0.173,54
King Lil G,1aspSOUPhfrup8rHStOfwc,Under the Influence,0.353,0.509,138353,0.785,1.39e-06,3,0.4379999999999999,-6.495,0,0.56,82.97399999999999,4,0.636,35
Audien,7eq5PThPxc3VTfrqkVgMtr,Never Letting Go (ASOT 890),0.0001199999999999,0.4039999999999999,180907,0.703,0.155,1,0.124,-9.946,1,0.0353,129.951,4,0.188,23
Tinush,3DeU1gPZA1AK0TbHdKYoWI,Struggle - Extended Mix,0.0193,0.807,460237,0.605,0.0224,3,0.0777,-8.014,0,0.0651,119.999,4,0.123,40
Dre Rodner,0EDNiSQU0LNmDvDEKeTkc1,Color Me,0.174,0.726,168046,0.7659999999999999,0.127,11,0.3279999999999999,-0.885,0,0.1369999999999999,128.076,4,0.283,2
San Holo,32toozxytWbTFZPBn1H2aZ,everything matters (when it comes to you),0.24,0.528,336445,0.685,1.7800000000000002e-05,5,0.165,-6.087000000000001,1,0.0444,128.083,4,0.1669999999999999,28
Matterhorn,3b2WLXfFtWWN4NLqbFQ6cP,Burial Ground,0.00307,0.64,395213,0.726,0.000106,5,0.136,-3.815,0,0.0551,87.00299999999999,4,0.728,17
Hyperparadise,0WWGXqy6dnceqdJPL6UoRr,Memories,0.342,0.5760000000000001,159060,0.283,3.02e-05,5,0.1639999999999999,-17.743,0,0.243,79.968,4,0.7909999999999999,29
Steve Brian,6NiWphNJaxhsmoqgkmO8br,Avocado (ASOT 849),0.00524,0.579,210513,0.785,0.495,0,0.8740000000000001,-12.324000000000002,1,0.0472,124.253,4,0.175,17
Crisis Era,5e20JFk7KA1S9FjerZ7BhA,Drop It Low,0.00207,0.687,170397,0.878,0.0263,2,0.0451,-2.393,1,0.151,149.969,4,0.674,30
Welshly Arms,0uxAAkgJwHFyGvoRbuCXLm,Indestructible,0.0415,0.674,226413,0.611,1.13e-06,2,0.0726,-6.322,0,0.0363,175.929,4,0.782,59
Ronny J,49MqpxpLsc4Y5b5ifsJ6tx,Trauma (feat. Nell and Danny Towers),0.228,0.774,144617,0.73,0.0,9,0.214,-3.836,1,0.134,126.993,4,0.612,48
